Index,Year,Month,Raw Material,Feedstock Type,Avg Sugar/Starch Content (%),Ethanol Yield (L/ton),Production Volume (tons),Ethanol Produced (L),Cost per Ton (USD),Total Cost (USD),Water Used (m3),CO2 Emitted (tons)
1632,2021,7,Rice Straw,Cellulose-based,18,190,843.39,160244.1,101.78,85840.23,3726.98,344.14
1633,2024,12,Wheat,Starch-based,55,370,323.54,119709.8,71.03,22981.05,1343.93,233.38
1634,2020,2,Rice Straw,Cellulose-based,18,190,326.4,62016.0,74.2,24218.88,1591.36,131.71
1635,2024,3,Sugarcane,Sugar-based,14,70,311.28,21789.6,97.01,30197.27,1380.13,53.35
1636,2023,6,Sugarcane,Sugar-based,14,70,617.05,43193.5,84.65,52233.28,2837.42,96.02
1637,2023,11,Rice Straw,Cellulose-based,18,190,774.51,147156.9,112.86,87411.2,3817.8,282.66
1638,2022,1,Molasses,Sugar-based,48,250,175.54,43885.0,75.51,13255.03,863.08,108.42
1639,2022,7,Rice Straw,Cellulose-based,18,190,825.14,156776.6,43.42,35827.58,3335.34,298.7
1640,2021,10,Rice Straw,Cellulose-based,18,190,190.97,36284.3,87.32,16675.5,728.29,61.28
1641,2024,3,Corn,Starch-based,60,400,979.88,391952.0,86.29,84553.85,3777.01,645.99
1642,2021,12,Rice Straw,Cellulose-based,18,190,336.74,63980.6,54.38,18311.92,1065.6,102.18
1643,2022,12,Rice Straw,Cellulose-based,18,190,594.18,112894.2,97.75,58081.09,1998.92,197.34
1644,2023,10,Sugarcane,Sugar-based,14,70,259.17,18141.9,63.09,16351.04,1198.03,37.54
1645,2022,2,Bagasse,Cellulose-based,20,210,184.62,38770.2,67.27,12419.39,596.99,58.71
1646,2024,2,Rice Straw,Cellulose-based,18,190,299.85,56971.5,85.43,25616.19,1184.61,134.91
1647,2023,7,Bagasse,Cellulose-based,20,210,757.58,159091.8,52.61,39856.28,2893.88,330.11
1648,2023,3,Rice Straw,Cellulose-based,18,190,860.83,163557.7,69.45,59784.64,4077.2,323.88
1649,2020,6,Rice Straw,Cellulose-based,18,190,781.68,148519.2,52.9,41350.87,3661.11,344.73
1650,2022,5,Molasses,Sugar-based,48,250,558.32,139580.0,102.76,57372.96,2257.39,345.31
1651,2021,1,Bagasse,Cellulose-based,20,210,270.7,56847.0,48.93,13245.35,1291.92,97.2
1652,2021,11,Wheat,Starch-based,55,370,835.46,309120.2,64.0,53469.44,3740.72,559.96
1653,2020,12,Wheat,Starch-based,55,370,921.54,340969.8,119.56,110179.32,3582.35,712.63
1654,2023,11,Corn,Starch-based,60,400,803.18,321272.0,51.5,41363.77,2799.28,628.19
1655,2020,4,Sugarcane,Sugar-based,14,70,741.84,51928.8,102.59,76105.37,2416.03,86.43
1656,2022,8,Wheat,Starch-based,55,370,555.99,205716.3,46.47,25836.86,2758.68,509.02
1657,2021,2,Molasses,Sugar-based,48,250,325.8,81450.0,80.9,26357.22,1103.91,189.36
1658,2021,10,Bagasse,Cellulose-based,20,210,937.41,196856.1,114.57,107399.06,3154.31,317.14
1659,2021,2,Sugarcane,Sugar-based,14,70,751.44,52600.8,97.32,73130.14,2580.12,108.23
1660,2022,5,Sugarcane,Sugar-based,14,70,949.29,66450.3,58.36,55400.56,4656.49,120.84
1661,2023,6,Sugarcane,Sugar-based,14,70,175.3,12271.0,89.32,15657.8,860.95,28.53
1662,2023,11,Corn,Starch-based,60,400,683.49,273396.0,82.12,56128.2,2494.74,419.54
1663,2021,9,Sugarcane,Sugar-based,14,70,991.91,69433.7,114.14,113216.61,4443.2,128.41
1664,2022,7,Bagasse,Cellulose-based,20,210,486.64,102194.4,47.66,23193.26,1843.02,251.97
1665,2021,2,Sugarcane,Sugar-based,14,70,471.36,32995.2,108.94,51349.96,1917.36,74.42
1666,2024,7,Wheat,Starch-based,55,370,233.36,86343.2,62.14,14500.99,893.74,168.45
1667,2020,2,Rice Straw,Cellulose-based,18,190,349.8,66462.0,66.17,23146.27,1138.5,117.24
1668,2023,4,Sugarcane,Sugar-based,14,70,539.64,37774.8,111.93,60401.91,2437.08,87.96
1669,2024,8,Molasses,Sugar-based,48,250,800.41,200102.5,85.97,68811.25,3043.09,397.94
1670,2022,10,Corn,Starch-based,60,400,234.58,93832.0,92.94,21801.87,1065.81,234.42
1671,2020,2,Sugarcane,Sugar-based,14,70,614.18,42992.6,97.44,59845.7,3069.45,97.61
1672,2022,12,Molasses,Sugar-based,48,250,686.19,171547.5,57.07,39160.86,2261.71,258.85
1673,2023,3,Sugarcane,Sugar-based,14,70,644.9,45143.0,86.74,55938.63,2746.15,99.51
1674,2021,12,Wheat,Starch-based,55,370,383.22,141791.4,63.07,24169.69,1277.72,260.48
1675,2024,10,Wheat,Starch-based,55,370,741.19,274240.3,80.32,59532.38,3506.8,594.97
1676,2020,2,Corn,Starch-based,60,400,179.5,71800.0,59.19,10624.6,696.56,131.7
1677,2021,11,Rice Straw,Cellulose-based,18,190,139.4,26486.0,62.66,8734.8,520.35,60.85
1678,2024,6,Molasses,Sugar-based,48,250,392.09,98022.5,78.85,30916.3,1679.5,217.21
1679,2022,10,Wheat,Starch-based,55,370,824.37,305016.9,110.65,91216.54,3120.35,691.59
1680,2021,2,Molasses,Sugar-based,48,250,878.77,219692.5,98.81,86831.26,3963.97,361.93
1681,2021,5,Corn,Starch-based,60,400,805.48,322192.0,99.94,80499.67,2824.1,695.78
1682,2020,4,Molasses,Sugar-based,48,250,786.77,196692.5,113.58,89361.34,3723.62,361.15
1683,2022,3,Wheat,Starch-based,55,370,973.31,360124.7,59.49,57902.21,4533.74,562.47
1684,2021,1,Wheat,Starch-based,55,370,145.91,53986.7,70.73,10320.21,439.89,102.15
1685,2023,5,Rice Straw,Cellulose-based,18,190,502.17,95412.3,45.01,22602.67,1690.14,231.19
1686,2024,12,Sugarcane,Sugar-based,14,70,521.29,36490.3,111.79,58275.01,2603.06,79.55
1687,2021,3,Wheat,Starch-based,55,370,117.04,43304.8,42.51,4975.37,435.54,102.96
1688,2020,6,Bagasse,Cellulose-based,20,210,157.81,33140.1,95.94,15140.29,631.06,78.8
1689,2024,8,Wheat,Starch-based,55,370,799.69,295885.3,77.53,61999.97,2569.41,567.05
1690,2022,6,Bagasse,Cellulose-based,20,210,509.85,107068.5,92.08,46946.99,1979.46,227.21
1691,2023,3,Molasses,Sugar-based,48,250,123.02,30755.0,112.36,13822.53,485.82,74.01
1692,2024,8,Corn,Starch-based,60,400,290.0,116000.0,54.67,15854.3,1193.1,178.65
1693,2023,1,Rice Straw,Cellulose-based,18,190,632.39,120154.1,116.62,73749.32,2300.28,272.51
1694,2020,3,Rice Straw,Cellulose-based,18,190,551.9,104861.0,118.0,65124.2,2118.2,193.13
1695,2024,12,Sugarcane,Sugar-based,14,70,967.56,67729.2,45.29,43820.79,4579.82,146.76
1696,2022,4,Molasses,Sugar-based,48,250,412.11,103027.5,105.33,43407.55,1887.21,240.66
1697,2022,4,Wheat,Starch-based,55,370,274.8,101676.0,40.48,11123.9,835.2,232.72
1698,2021,6,Sugarcane,Sugar-based,14,70,600.33,42023.1,71.7,43043.66,2356.75,70.74
1699,2021,4,Bagasse,Cellulose-based,20,210,110.12,23125.2,40.59,4469.77,456.3,54.73
1700,2024,1,Bagasse,Cellulose-based,20,210,399.43,83880.3,79.86,31898.48,1730.46,180.15
1701,2024,7,Corn,Starch-based,60,400,703.09,281236.0,83.13,58447.87,2340.68,576.95
1702,2020,5,Sugarcane,Sugar-based,14,70,661.42,46299.4,94.12,62252.85,2501.12,114.85
1703,2020,10,Rice Straw,Cellulose-based,18,190,936.83,177997.7,112.93,105796.21,3240.34,298.94
1704,2020,9,Sugarcane,Sugar-based,14,70,649.5,45465.0,87.32,56714.34,2155.75,85.07
1705,2024,7,Corn,Starch-based,60,400,121.57,48628.0,116.11,14115.49,441.35,74.04
1706,2024,9,Bagasse,Cellulose-based,20,210,430.34,90371.4,47.92,20621.89,1859.62,216.03
1707,2022,3,Sugarcane,Sugar-based,14,70,940.14,65809.8,89.36,84010.91,4600.77,150.93
1708,2022,4,Rice Straw,Cellulose-based,18,190,344.9,65531.0,96.4,33248.36,1649.78,123.38
1709,2022,11,Molasses,Sugar-based,48,250,405.31,101327.5,85.96,34840.45,1422.9,170.39
1710,2022,12,Corn,Starch-based,60,400,564.21,225684.0,95.01,53605.59,2282.76,406.57
1711,2021,4,Sugarcane,Sugar-based,14,70,949.71,66479.7,111.54,105930.65,3104.44,140.91
1712,2022,9,Molasses,Sugar-based,48,250,748.7,187175.0,63.35,47430.15,3593.52,380.43
1713,2022,11,Bagasse,Cellulose-based,20,210,996.47,209258.7,74.4,74137.37,4449.97,494.86
1714,2024,10,Sugarcane,Sugar-based,14,70,870.92,60964.4,87.61,76301.3,2898.45,130.2
1715,2022,8,Corn,Starch-based,60,400,977.99,391196.0,98.49,96322.24,4342.07,645.88
1716,2021,11,Sugarcane,Sugar-based,14,70,972.68,68087.6,45.4,44159.67,4009.69,132.68
1717,2020,6,Wheat,Starch-based,55,370,106.26,39316.2,94.41,10032.01,324.95,91.32
1718,2022,7,Bagasse,Cellulose-based,20,210,686.98,144265.8,112.11,77017.33,2221.57,285.45
1719,2023,2,Corn,Starch-based,60,400,888.44,355376.0,56.14,49877.02,2962.78,676.99
1720,2021,11,Sugarcane,Sugar-based,14,70,445.99,31219.3,111.24,49611.93,2114.93,64.3
1721,2023,9,Molasses,Sugar-based,48,250,272.01,68002.5,98.47,26784.82,1109.41,153.05
1722,2024,10,Corn,Starch-based,60,400,685.23,274092.0,82.21,56332.76,2584.04,446.83
1723,2022,11,Bagasse,Cellulose-based,20,210,695.02,145954.2,76.99,53509.59,2672.8,282.14
1724,2024,12,Rice Straw,Cellulose-based,18,190,513.26,97519.4,105.16,53974.42,1898.27,170.76
1725,2024,2,Corn,Starch-based,60,400,174.7,69880.0,102.72,17945.18,856.07,142.07
1726,2023,8,Rice Straw,Cellulose-based,18,190,351.38,66762.2,102.22,35918.06,1439.32,103.52
1727,2020,12,Molasses,Sugar-based,48,250,128.4,32100.0,113.0,14509.2,629.94,53.9
1728,2022,12,Corn,Starch-based,60,400,175.37,70148.0,46.49,8152.95,694.53,144.61
1729,2024,11,Rice Straw,Cellulose-based,18,190,289.52,55008.8,97.97,28364.27,1241.57,109.33
1730,2022,12,Rice Straw,Cellulose-based,18,190,875.53,166350.7,86.84,76031.03,2860.96,324.42
1731,2022,8,Sugarcane,Sugar-based,14,70,932.63,65284.1,43.93,40970.44,4588.29,107.05
1732,2023,10,Rice Straw,Cellulose-based,18,190,533.4,101346.0,74.32,39642.29,1636.71,155.66
1733,2021,8,Bagasse,Cellulose-based,20,210,726.41,152546.1,95.99,69728.1,2889.34,256.27
1734,2021,8,Rice Straw,Cellulose-based,18,190,801.32,152250.8,78.65,63023.82,2664.9,351.83
1735,2023,7,Molasses,Sugar-based,48,250,689.41,172352.5,68.97,47548.61,3179.81,284.75
1736,2020,3,Rice Straw,Cellulose-based,18,190,396.24,75285.6,76.25,30213.3,1502.13,144.82
1737,2022,5,Sugarcane,Sugar-based,14,70,565.13,39559.1,55.92,31602.07,2435.11,61.25
1738,2021,6,Molasses,Sugar-based,48,250,350.23,87557.5,44.54,15599.24,1584.79,195.59
1739,2021,12,Sugarcane,Sugar-based,14,70,971.72,68020.4,72.19,70148.47,3252.12,130.9
1740,2020,11,Rice Straw,Cellulose-based,18,190,698.98,132806.2,86.23,60273.05,2599.42,223.05
1741,2023,3,Sugarcane,Sugar-based,14,70,295.37,20675.9,84.76,25035.56,1403.96,50.35
1742,2020,5,Bagasse,Cellulose-based,20,210,644.25,135292.5,98.18,63252.47,2250.52,336.28
1743,2022,3,Bagasse,Cellulose-based,20,210,259.92,54583.2,64.11,16663.47,1158.52,124.41
1744,2022,5,Molasses,Sugar-based,48,250,663.45,165862.5,105.65,70093.49,2920.51,358.68
1745,2020,4,Molasses,Sugar-based,48,250,418.0,104500.0,65.73,27475.14,1550.16,252.89
1746,2021,1,Wheat,Starch-based,55,370,774.79,286672.3,86.1,66709.42,3872.83,649.04
1747,2020,1,Corn,Starch-based,60,400,676.22,270488.0,66.48,44955.11,2192.24,423.13
1748,2024,12,Wheat,Starch-based,55,370,934.15,345635.5,99.73,93162.78,4210.32,625.19
1749,2020,7,Rice Straw,Cellulose-based,18,190,461.17,87622.3,51.47,23736.42,1673.28,171.78
1750,2023,2,Sugarcane,Sugar-based,14,70,266.47,18652.9,80.67,21496.13,956.33,31.89
1751,2020,7,Bagasse,Cellulose-based,20,210,622.5,130725.0,93.74,58353.15,3016.52,215.18
1752,2021,8,Molasses,Sugar-based,48,250,235.1,58775.0,91.51,21514.0,1126.38,115.14
1753,2020,9,Rice Straw,Cellulose-based,18,190,827.33,157192.7,117.74,97409.83,3539.95,384.53
1754,2024,7,Rice Straw,Cellulose-based,18,190,722.18,137214.2,104.82,75698.91,2796.5,255.0
1755,2020,2,Wheat,Starch-based,55,370,190.06,70322.2,88.85,16886.83,905.1,143.74
1756,2021,1,Wheat,Starch-based,55,370,757.92,280430.4,45.45,34447.46,2511.41,441.32
1757,2020,7,Bagasse,Cellulose-based,20,210,433.3,90993.0,59.51,25785.68,1819.0,167.22
1758,2020,8,Rice Straw,Cellulose-based,18,190,766.04,145547.6,54.07,41419.78,3252.98,233.24
1759,2023,8,Molasses,Sugar-based,48,250,755.19,188797.5,94.66,71486.29,2935.92,351.51
1760,2020,11,Molasses,Sugar-based,48,250,773.55,193387.5,86.13,66625.86,2708.66,308.32
1761,2022,6,Rice Straw,Cellulose-based,18,190,463.93,88146.7,99.42,46123.92,1922.86,136.11
1762,2022,9,Corn,Starch-based,60,400,546.83,218732.0,70.42,38507.77,2379.88,386.57
1763,2020,5,Wheat,Starch-based,55,370,626.26,231716.2,55.76,34920.26,3004.85,566.88
1764,2024,7,Molasses,Sugar-based,48,250,477.76,119440.0,86.66,41402.68,2104.52,275.51
1765,2024,9,Rice Straw,Cellulose-based,18,190,899.85,170971.5,70.22,63187.47,3477.04,381.81
1766,2021,2,Rice Straw,Cellulose-based,18,190,916.53,174140.7,102.53,93971.82,3087.33,398.45
1767,2020,2,Molasses,Sugar-based,48,250,643.72,160930.0,67.24,43283.73,2238.7,373.24
1768,2024,9,Rice Straw,Cellulose-based,18,190,424.59,80672.1,82.69,35109.35,1972.64,186.43
1769,2023,1,Wheat,Starch-based,55,370,446.73,165290.1,42.33,18910.08,1575.07,284.33
1770,2021,7,Corn,Starch-based,60,400,190.84,76336.0,50.35,9608.79,901.04,154.88
1771,2023,10,Wheat,Starch-based,55,370,273.14,101061.8,71.57,19548.63,1227.92,190.69
1772,2023,5,Corn,Starch-based,60,400,398.83,159532.0,84.12,33549.58,1634.1,293.33
1773,2024,8,Molasses,Sugar-based,48,250,584.99,146247.5,115.42,67519.55,1773.96,223.81
1774,2024,12,Corn,Starch-based,60,400,732.24,292896.0,46.43,33997.9,3067.67,457.75
1775,2023,9,Wheat,Starch-based,55,370,859.6,318052.0,48.88,42017.25,2618.45,625.13
1776,2022,10,Molasses,Sugar-based,48,250,346.38,86595.0,103.64,35898.82,1255.98,149.86
1777,2021,3,Sugarcane,Sugar-based,14,70,405.63,28394.1,115.25,46748.86,1792.16,53.1
1778,2021,8,Sugarcane,Sugar-based,14,70,399.48,27963.6,102.33,40878.79,1834.41,55.84
1779,2021,11,Molasses,Sugar-based,48,250,334.3,83575.0,76.97,25731.07,1327.24,208.31
1780,2023,1,Corn,Starch-based,60,400,586.22,234488.0,41.56,24363.3,2827.49,556.31
1781,2024,2,Corn,Starch-based,60,400,723.26,289304.0,65.25,47192.71,3014.7,455.59
1782,2022,5,Rice Straw,Cellulose-based,18,190,481.98,91576.2,115.48,55659.05,1640.8,192.96
1783,2022,6,Bagasse,Cellulose-based,20,210,251.04,52718.4,93.6,23497.34,1126.24,125.38
1784,2022,4,Molasses,Sugar-based,48,250,337.39,84347.5,101.92,34386.79,1023.57,146.55
1785,2024,3,Sugarcane,Sugar-based,14,70,319.2,22344.0,59.44,18973.25,1529.72,51.53
1786,2022,3,Wheat,Starch-based,55,370,861.78,318858.6,49.1,42313.4,4144.31,665.07
1787,2024,4,Molasses,Sugar-based,48,250,435.32,108830.0,72.3,31473.64,1522.21,233.35
1788,2023,5,Bagasse,Cellulose-based,20,210,787.47,165368.7,105.36,82967.84,3140.46,372.0
1789,2020,11,Sugarcane,Sugar-based,14,70,360.35,25224.5,63.16,22759.71,1586.36,38.11
1790,2023,10,Bagasse,Cellulose-based,20,210,570.93,119895.3,87.62,50024.89,2749.21,210.99
1791,2023,2,Molasses,Sugar-based,48,250,517.09,129272.5,47.52,24572.12,1946.83,308.2
1792,2023,3,Corn,Starch-based,60,400,491.96,196784.0,74.54,36670.7,2388.96,305.58
1793,2023,2,Sugarcane,Sugar-based,14,70,164.68,11527.6,57.44,9459.22,813.9,20.71
1794,2024,7,Bagasse,Cellulose-based,20,210,529.12,111115.2,40.69,21529.89,1802.71,233.4
1795,2023,3,Molasses,Sugar-based,48,250,571.04,142760.0,86.26,49257.91,1838.75,336.99
1796,2022,2,Rice Straw,Cellulose-based,18,190,988.37,187790.3,89.19,88152.72,4504.1,412.09
1797,2022,3,Bagasse,Cellulose-based,20,210,738.28,155038.8,47.19,34839.43,2821.74,342.25
1798,2020,9,Rice Straw,Cellulose-based,18,190,338.52,64318.8,75.8,25659.82,1612.21,110.08
1799,2022,2,Wheat,Starch-based,55,370,464.61,171905.7,62.93,29237.91,1618.18,305.74
1800,2024,8,Sugarcane,Sugar-based,14,70,345.42,24179.4,89.96,31073.98,1110.68,51.07
1801,2024,2,Rice Straw,Cellulose-based,18,190,528.86,100483.4,100.89,53356.69,2617.94,210.33
1802,2023,11,Wheat,Starch-based,55,370,352.07,130265.9,81.67,28753.56,1698.65,302.42
1803,2020,12,Bagasse,Cellulose-based,20,210,470.02,98704.2,42.13,19801.94,1490.72,241.82
1804,2024,10,Rice Straw,Cellulose-based,18,190,337.43,64111.7,93.42,31522.71,1206.31,145.51
1805,2020,2,Rice Straw,Cellulose-based,18,190,526.32,100000.8,57.41,30216.03,1732.87,196.58
1806,2022,6,Molasses,Sugar-based,48,250,809.26,202315.0,66.6,53896.72,3911.97,415.41
1807,2022,1,Sugarcane,Sugar-based,14,70,276.5,19355.0,85.51,23643.52,1210.98,44.86
1808,2022,7,Bagasse,Cellulose-based,20,210,937.27,196826.7,85.3,79949.13,4609.81,450.76
1809,2023,5,Rice Straw,Cellulose-based,18,190,479.37,91080.3,99.85,47865.09,1948.49,216.44
1810,2020,7,Bagasse,Cellulose-based,20,210,573.69,120474.9,47.45,27221.59,2689.13,273.58
1811,2020,8,Wheat,Starch-based,55,370,221.89,82099.3,78.73,17469.4,846.52,183.44
1812,2020,5,Molasses,Sugar-based,48,250,333.63,83407.5,115.66,38587.65,1236.15,139.78
1813,2021,3,Bagasse,Cellulose-based,20,210,284.86,59820.6,71.52,20373.19,1250.07,101.15
1814,2023,3,Corn,Starch-based,60,400,351.66,140664.0,102.81,36154.16,1261.58,343.58
1815,2020,11,Molasses,Sugar-based,48,250,371.67,92917.5,95.59,35527.94,1128.85,161.78
1816,2024,8,Sugarcane,Sugar-based,14,70,801.77,56123.9,111.88,89702.03,3859.22,126.67
1817,2021,6,Bagasse,Cellulose-based,20,210,991.35,208183.5,47.16,46752.07,3862.46,325.42
1818,2022,9,Sugarcane,Sugar-based,14,70,820.81,57456.7,115.52,94819.97,3980.27,91.09
1819,2020,8,Corn,Starch-based,60,400,823.36,329344.0,116.57,95979.08,2845.71,568.91
1820,2024,1,Molasses,Sugar-based,48,250,114.69,28672.5,66.59,7637.21,553.23,62.49
1821,2020,9,Wheat,Starch-based,55,370,200.54,74199.8,101.88,20431.02,759.18,149.88
1822,2022,9,Rice Straw,Cellulose-based,18,190,817.15,155258.5,95.48,78021.48,3682.55,243.04
1823,2024,9,Sugarcane,Sugar-based,14,70,831.65,58215.5,90.08,74915.03,3181.24,138.3
1824,2022,10,Sugarcane,Sugar-based,14,70,494.11,34587.7,71.48,35318.98,1715.0,56.44
1825,2022,5,Molasses,Sugar-based,48,250,221.25,55312.5,76.06,16828.28,1033.15,85.12
1826,2024,11,Sugarcane,Sugar-based,14,70,534.5,37415.0,42.66,22801.77,2609.66,87.81
1827,2023,12,Molasses,Sugar-based,48,250,412.5,103125.0,45.94,18950.25,1964.39,233.54
1828,2024,3,Rice Straw,Cellulose-based,18,190,675.65,128373.5,87.23,58936.95,2384.26,198.09
1829,2021,10,Molasses,Sugar-based,48,250,448.62,112155.0,50.92,22843.73,1386.79,180.65
1830,2020,6,Sugarcane,Sugar-based,14,70,588.08,41165.6,105.76,62195.34,2918.73,88.88
1831,2022,1,Bagasse,Cellulose-based,20,210,683.32,143497.2,77.83,53182.8,3043.37,228.12
1832,2020,8,Molasses,Sugar-based,48,250,959.77,239942.5,94.26,90467.92,4569.47,475.99
1833,2024,8,Corn,Starch-based,60,400,294.71,117884.0,73.39,21628.77,1235.69,219.68
1834,2022,9,Rice Straw,Cellulose-based,18,190,903.55,171674.5,103.95,93924.02,4187.4,294.09
1835,2020,6,Rice Straw,Cellulose-based,18,190,876.88,166607.2,89.79,78735.06,3376.25,301.46
1836,2020,4,Rice Straw,Cellulose-based,18,190,831.23,157933.7,100.91,83879.42,3667.72,254.91
1837,2022,10,Corn,Starch-based,60,400,602.89,241156.0,67.02,40405.69,1969.14,400.77
1838,2023,6,Corn,Starch-based,60,400,678.83,271532.0,93.61,63545.28,2473.21,675.46
1839,2021,12,Bagasse,Cellulose-based,20,210,460.23,96648.3,116.2,53478.73,1487.14,205.77
1840,2021,2,Molasses,Sugar-based,48,250,988.42,247105.0,57.92,57249.29,3678.58,458.73
1841,2022,8,Corn,Starch-based,60,400,326.56,130624.0,44.61,14567.84,1074.52,316.75
1842,2024,10,Rice Straw,Cellulose-based,18,190,788.84,149879.6,63.29,49925.68,2953.73,293.34
1843,2024,9,Corn,Starch-based,60,400,424.13,169652.0,82.7,35075.55,2088.33,402.65
1844,2024,4,Bagasse,Cellulose-based,20,210,675.09,141768.9,47.79,32262.55,2236.23,277.37
1845,2020,10,Sugarcane,Sugar-based,14,70,645.84,45208.8,79.14,51111.78,2316.35,93.38
1846,2020,7,Corn,Starch-based,60,400,470.2,188080.0,115.52,54317.5,1799.85,312.14
1847,2024,11,Wheat,Starch-based,55,370,548.93,203104.1,99.16,54431.9,2336.34,323.53
1848,2024,12,Corn,Starch-based,60,400,804.08,321632.0,54.72,43999.26,2923.21,589.18
1849,2022,4,Wheat,Starch-based,55,370,958.27,354559.9,112.72,108016.19,3809.69,802.49
1850,2020,6,Corn,Starch-based,60,400,581.9,232760.0,40.2,23392.38,2358.76,358.16
1851,2021,3,Bagasse,Cellulose-based,20,210,367.54,77183.4,69.72,25624.89,1823.93,126.61
1852,2020,1,Corn,Starch-based,60,400,554.43,221772.0,62.18,34474.46,1700.84,432.45
1853,2024,9,Sugarcane,Sugar-based,14,70,408.02,28561.4,90.72,37015.57,1295.98,46.28
1854,2020,8,Molasses,Sugar-based,48,250,965.41,241352.5,109.46,105673.78,3684.7,435.59
1855,2022,2,Corn,Starch-based,60,400,893.68,357472.0,72.43,64729.24,3266.58,536.53
1856,2020,7,Rice Straw,Cellulose-based,18,190,992.34,188544.6,78.57,77968.15,4001.5,373.7
1857,2022,4,Wheat,Starch-based,55,370,805.11,297890.7,71.86,57855.2,3101.3,690.04
1858,2024,11,Bagasse,Cellulose-based,20,210,298.31,62645.1,87.03,25961.92,1182.64,141.99
1859,2024,4,Molasses,Sugar-based,48,250,867.01,216752.5,99.39,86172.12,4205.01,339.98
1860,2020,12,Molasses,Sugar-based,48,250,510.74,127685.0,98.78,50450.9,1673.34,272.02
1861,2021,10,Rice Straw,Cellulose-based,18,190,189.17,35942.3,61.57,11647.2,817.25,78.6
1862,2022,9,Corn,Starch-based,60,400,927.74,371096.0,99.43,92245.19,4196.57,706.7
1863,2023,1,Rice Straw,Cellulose-based,18,190,109.06,20721.4,113.88,12419.75,451.44,40.92
1864,2020,10,Molasses,Sugar-based,48,250,431.15,107787.5,116.66,50297.96,2034.84,242.13
1865,2023,12,Sugarcane,Sugar-based,14,70,718.25,50277.5,81.15,58285.99,3543.23,91.71
1866,2024,8,Corn,Starch-based,60,400,725.18,290072.0,66.43,48173.71,2537.58,472.59
1867,2024,6,Molasses,Sugar-based,48,250,983.73,245932.5,106.96,105219.76,3964.81,399.05
1868,2022,5,Bagasse,Cellulose-based,20,210,776.49,163062.9,48.33,37527.76,3182.3,334.39
1869,2021,10,Bagasse,Cellulose-based,20,210,979.91,205781.1,56.07,54943.55,4336.56,378.79
1870,2021,5,Wheat,Starch-based,55,370,430.88,159425.6,45.7,19691.22,1691.17,380.92
1871,2022,9,Molasses,Sugar-based,48,250,857.39,214347.5,53.03,45467.39,2959.57,438.08
1872,2022,12,Wheat,Starch-based,55,370,927.67,343237.9,118.91,110309.24,4294.85,679.17
1873,2022,6,Wheat,Starch-based,55,370,797.33,295012.1,115.07,91748.76,2688.38,590.91
1874,2021,7,Wheat,Starch-based,55,370,875.02,323757.4,60.37,52824.96,3860.92,494.3
1875,2022,5,Wheat,Starch-based,55,370,858.03,317471.1,119.79,102783.41,2742.41,763.68
1876,2022,6,Bagasse,Cellulose-based,20,210,800.37,168077.7,106.62,85335.45,3524.35,322.03
1877,2022,10,Bagasse,Cellulose-based,20,210,576.89,121146.9,101.85,58756.25,2212.37,298.83
1878,2022,5,Corn,Starch-based,60,400,150.63,60252.0,77.57,11684.37,653.2,102.01
1879,2024,10,Rice Straw,Cellulose-based,18,190,504.19,95796.1,119.58,60291.04,1963.83,153.53
1880,2021,3,Corn,Starch-based,60,400,321.13,128452.0,56.98,18297.99,1108.82,224.07
1881,2022,8,Rice Straw,Cellulose-based,18,190,928.0,176320.0,82.78,76819.84,2965.06,388.54
1882,2020,2,Corn,Starch-based,60,400,754.8,301920.0,93.77,70777.6,3506.98,460.77
1883,2024,2,Corn,Starch-based,60,400,724.23,289692.0,81.24,58836.45,3500.43,487.16
1884,2022,9,Rice Straw,Cellulose-based,18,190,201.68,38319.2,54.83,11058.11,968.1,78.15
1885,2024,9,Wheat,Starch-based,55,370,702.31,259854.7,98.74,69346.09,2285.41,578.98
1886,2020,1,Wheat,Starch-based,55,370,906.98,335582.6,102.77,93210.33,4258.51,561.74
1887,2023,9,Sugarcane,Sugar-based,14,70,609.62,42673.4,40.35,24598.17,2902.76,98.57
1888,2021,9,Bagasse,Cellulose-based,20,210,962.73,202173.3,116.88,112523.88,3536.68,497.0
1889,2021,9,Wheat,Starch-based,55,370,276.16,102179.2,41.38,11427.5,916.71,171.99
1890,2020,3,Bagasse,Cellulose-based,20,210,453.15,95161.5,44.01,19943.13,1490.0,147.75
1891,2022,5,Bagasse,Cellulose-based,20,210,485.9,102039.0,107.51,52239.11,1961.95,215.32
1892,2021,4,Sugarcane,Sugar-based,14,70,471.97,33037.9,81.28,38361.72,1544.07,60.6
1893,2020,5,Bagasse,Cellulose-based,20,210,436.41,91646.1,105.48,46032.53,1496.45,145.91
1894,2021,9,Molasses,Sugar-based,48,250,999.97,249992.5,57.37,57368.28,4533.11,405.3
1895,2024,10,Molasses,Sugar-based,48,250,728.82,182205.0,87.38,63684.29,3133.79,322.6
1896,2021,6,Rice Straw,Cellulose-based,18,190,661.78,125738.2,63.15,41791.41,2922.22,208.72
1897,2024,3,Wheat,Starch-based,55,370,845.2,312724.0,41.1,34737.72,2560.6,700.98
1898,2020,8,Corn,Starch-based,60,400,985.29,394116.0,59.69,58811.96,3326.76,943.92
1899,2021,1,Molasses,Sugar-based,48,250,763.69,190922.5,60.59,46271.98,2905.48,446.31
